Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Hipatia de Alejandría,,,,,Maria Dzielska,"Dzielska, Maria",,,,,,Siruela,,2009/06/15,2009,,,,Biography & Autobiography,"«Esta joya de detectivesco trabajo académico puede ser la última palabra sobre un tema que lleva siglos fascinándonos.» Anthony Gottlieb, The New York Times Book Review «Como Cleopatra, María Magdalena o Juana de Arco, Hipatia ha sido reciclada para acomodarse a las necesidades psíquicas de cualquiera que se ha vuelto a mirarla: racional, romántica, nostálgica o hiflada. [En este libro] Dzielska desmitifica a Hipatia y examina con paciencia las fuentes originales.» John Leonard, The Nation Hipatia ;matemática brillante, neoplatónica elocuente y famosa por su belleza; fue brutalmente asesinada en el año 415 por una turba de cristianos de Alejandría. Desde entonces ha sido una leyenda. En su libro, Maria Dzielska va más allá de la leyenda para ofrecernos la historia verdadera de la vida y la muerte de Hipatia, además de nuevas ideas sobre su mundo. Historiadores, poetas, novelistas victorianos y feministas actuales han visto en Hipatia un símbolo del ocaso de la cultura clásica y de la libertad sexual. Dzielska nos retrotrae a la Alejandría de los días de Hipatia, construye un cuadro convincente y lleno de color de los discípulos y enseñanzas de la joven filósofa y aclara lo que el asesinato de Hipatia revela sobre las tensiones de esa época tumultuosa.",,,,,,,,,,,160,,,,,,español,,,,,,9788498413274,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 22:26:23.570314884,,,,,,,,Zv2DZNuR_M8C,,0,,0,,,
Historia,,,,,"Heródoto,Manuel Balasch",Heródoto,,,,,,Cátedra,,,2004,,,,Literary Collections,"Herodoto fue un incansable viajero, circunstancia que es determinante para su actitud como historiador. Aunque aprovecho en la medida de lo posible los escritos de sus antecesores en el genero, la investigacion, de la que habla al principio de su obra, es un trabajo personal, un acopio de datos in situ.",,,,,,,,,,,935,,,,,,español,,,,,,9788437617114,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/01/28 15:33:42.812776088,,,,,Bukz,149000 $,,jhgZQwAACAAJ,,0,0,0,,,
Historia antigua del Próximo Oriente y Egipto,,,,,"Javier Cabrero,Federico Lara Peinado,Javier Cabrero Piquero","Cabrero, Javier",,,,,,Universidad Nacional de Educación a Distancia,,,2021,,,,,,,,,,,,,,,,808,,,,,,español,,,,,,9788436277050,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/07/16 20:45:20.181364059,,,,,Grammata,247000 $,,phrBzgEACAAJ,,0,0,0,,,
Historia concisa de Colombia 1810-2017,,,,,"Michael James LaRosa, Germán R. Mejía","LaRosa, Michael James",,,,,,Penguin Random House Grupo Editorial,,,2017,,,,,,,,,,,,,,,,,,,,,,español,,,,,,9789585446052,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 18:47:30.300989151,,,,,,,,URM4xQEACAAJ,,0,,0,,https://covers.openlibrary.org/b/id/8542662-L.jpg,
Historia de Antioquia,,,,,Roberto Cadavid Misas,"Misas, Roberto Cadavid",,,,,,Autores Antioqueños,,,1996,,,,History,,,,,,,,,,,,353,,,,,,español,,,,,,9789589172230,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 20:04:05.787652015,,,,,,,,e-wSAQAAIAAJ,,0,,0,,https://images.gr-assets.com/authors/1302093151p8/4484566.jpg,
Historia de Colombia,,todo lo que hay que saber,,,Luis Enrique Rodríguez Baquero,"Baquero, Luis Enrique Rodríguez",,,,,,TAURUS,,,2006,,,,History,CONTENIDO: Mil años hace de la prehistoria al descubrimiento / Luis Enrique Rodríguez Baquero / - Conquista y colonia en el Nuevo Reino de Granada (1492-1740) / Ana Luz Rodríguez González / - Un territorio imaginado. Del virreinato de la Nueva Granada a la Gran Colombia (1740-1830) / Jaime Humberto Borja Gómez / - Desde la formación de la República hasta el radicalismo liberal (1830-1886) / Diana L. Ceballos Gómez / - ¿Regeneración o catástrofe? (1886-1930) / Carlos Uribe Celis - La modernización y las violencias (1930-1957) / Amparo Murillo Posada / - Del frente Nacional a nuestros días / Ricardo Arias Trujillo.,,,,,,,,,,,366,,,,,,español,,,,,,9789587044737,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2022/04/09 13:22:55.312157154,,,,,Buscalibre,46000 $,,5dtrAAAAMAAJ,,0,0,0,,,
Historia de Colombia y sus oligarquías,,,,,Antonio Caballero,"Caballero, Antonio",,,,,,Crítica,,2020/09/21,2020,,,,History,"""Este libro de historia, aunque vaya ilustrado con caricaturas, no va en chiste: va en serio"", así empieza este fascinante libro, un agudo recorrido por la historia del país, desde los días del Descubrimiento y la Conquista, pasando por los años de la Independencia, la Regeneración, la Hegemonía Conservadora, la República Liberal, el Frente Nacional, la época de la Violencia, hasta llegar a nuestros días. Antonio Caballero no sólo tiene el país en la cabeza, también tiene allí su historia entera, y gracias a esto hace que el relato de los hechos que nos han marcado -hechos tan enmarañados, tan insólitos, tan atribulados- sea un interesante y fluido recorrido por todos aquellos acontecimientos y personajes que han moldeado el camino hasta traernos al escenario actual.Con su mirada crítica y su característico humor, Caballero nos pone de cara a los hechos para poder reconocer nuestras manías, nuestros vicios y nuestras repetidas fallas como sociedad. Y también las irrefrenables y perpetuas ansias de poder de quienes han dirigido el destino del país. ===================================================================================================",,,,,,,,,,,424,,,,,,español,,,,,,9789584268754,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 20:00:32.585312843,,,,,,,,4F8VvwEACAAJ,,0,,0,,,
Historia de dos ciudades.,,,,,Charles Dickens,"Dickens, Charles",,,,,,Oveja Negra,,,1984,,,,,,,,,,,,,,,,318,,,,,,,,,,,,9788482807164,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 18:54:54.726221084,,,,,,,,,,0,,0,,https://unalectoraincorregible.files.wordpress.com/2014/03/historia-de-dos-ciudades.jpg,
Historia de Jerusalén : una ciudad y tres religiones,,,,,Karen Armstrong,"Armstrong, Karen",,,,,,Ediciones Paidós Ibérica,,2017/10/01,2017,,,,Religion,,,,,,,,,,,,624,,,,,,español,,,,,,9788449333811,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/02/26 14:37:36.134663105,,,,,Círculo de Lectores,79000 $,,UpcftAEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8085954-L.jpg,
Historia de la belleza,,,,,Umberto Eco,"Eco, Umberto",,,,,,DEBOLSILLO,,2010/11/01,2010,,,,Art,"Umberto Eco nos comenta la Historia de la Belleza, en un libro pr ofusamente ilustrado.±En realidad no hay belleza más auténtica que la sabiduría que encontramos y apreciamos en ciertas personas. Prescindiendo de su rostro, que puede ser poco agraciado, y haciendo caso omiso de la apariencia, buscamos su belleza interior.? Plotino ±La belleza del mundo es todo lo que se manifiesta en sus elementos particulares, como las estrellas en el cielo, los pájaros en el aire, los peces en el agua y los hombres sobre la tierra.? Guillermo de Conches ±Una razón evidente de que muchos no tengan un sentimiento apropiado de la belleza es la falta de esa delicadeza de la imaginación necesaria para ser sensible alas emociones más sutiles. Cada cual pretende tener esa delicadeza, habla de ella y quisiera regular a partir de ella todo gusto o sentimiento.? David Hume ±La muerte y la belleza son dos cosas profundas que tienen tanto de azul como de negro y parecen dos hermanas, terribles y fecundas, con un mismo enigma y similar misterio.? Victor Hugo ±La belleza es verdad, la verdad es belleza?: eso es cuanto sabemos -y debemos saber- sobre la tierra.? John Keats ±Lo bello es siempre extravagante. No quiero decir que sea voluntaria, fríamente extravagante, porque en tal caso sería un monstruoque desborda los raíles de la vida. Digo que tiene siempre un punto de sorpresa que lo convierte en algo especial.? Charles Baudelaire.",,,,,,,,,,,438,,,,,,español,,,,,,9788499087016,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 17:28:59.389905929,,,,,,,,UYM-YgEACAAJ,,0,,0,,,
Historia de la ciencia,,,,,Carlos Solís,"Solís, Carlos",,,,,,Espasa,,,2013,,,,,,,,,,,,,,,,1191,,,,,,,,,,,,9788467032000,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 22:08:21.051396846,,,,,,,,,,0,,0,,http://images.amazon.com/images/P/8467032006.01Z.jpg,
Historia de la ciencia,,,,,Javier Ordoñez,"Ordoñez, Javier",,,,,,Espasa,,,2013,,,,,,,,,,,,,,,,564,,,,,,,,,,,,9788467019179,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2021/12/16 19:45:19.678957939,,,,,La Villa de Aburra,40000 $,,,,0,0,0,,http://images.amazon.com/images/P/8467019174.01Z.jpg,
Historia de la ciencia en los países del islam,,Una introducción al conocimiento de su patrimonio científi co : Conversaciones con Jean Rosmorduc,,,Ahmed Djebbar,"Djebbar, Ahmed",,,,,,FCE - Fondo de Cultura Económica,,,2020,,,,,,,,,,,,,,,,367,,,,,,español,,,,,,9786071666031,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/01/12 13:49:33.500843048,,,,,,,,3gfPzgEACAAJ,,0,0,0,,,
Historia de la cosmología,,De los mitos al universo inflacionario,,,Helge Kragh,"Kragh, Helge",,,,,,Grupo Planeta (GBS),,2008/09/30,2008,,,,Science,"Este libro es una investigación histórica sobre cómo los filósofos de la naturaleza y los científicos han procurado comprender el universo en toda su extensión, primero en un contexto mítico y, más tarde, científico. Kragh da comienzo a esta obra con las historias sobre la creación del Antiguo Egipto y Mesopotamia, y cubre los mayores eventos de la cosmología teorética y observacional, desde el cosmos de Aristóteles y pasando por la revolución copernicana hasta llegar al descubrimiento de la aceleración del universo a finales de la década de 1990. Presenta a la cosmología como tema de estudio, incluyendo tanto las dimensiones científicas como las no científicas, y nos cuenta la historia de cómo se convirtió en una verdadera ciencia de los cielos. Al contrario que la mayoría de libros sobre historia de la cosmología, esta obra nos ofrece un informe integrado de descubrimientos, haciendo énfasis en los modernos períodos einstenianos y posteinstenianos, que comienza en la era preliteraria y acaba en los primeros años del siglo XXI.",,,,,,,,,,,504,,,,,,español,,,,,,9788484327691,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 18:37:33.442919969,,,,,,,,AlfpV-CmoWIC,,0,,0,,,
Historia de la decadencia y caída del Imperio Romano,,,,,Edward Gibbon,"Gibbon, Edward",,,,,,Alba,,,2020,,,,,,,,,,,,,,,,498,,,,,,español,,,,,,9788490656877,,0,5.000000,,Unread,,0,,,,,,,,0,,,,,2022/04/09 13:16:51.865776062,,,,,Buscalibre,86000 $,,yCB6zgEACAAJ,,0,0,0,,http://images.amazon.com/images/P/8490656878.01Z.jpg,
Historia de la fealdad,,,,,Umberto Eco,"Eco, Umberto",,,,,,DEBOLSILLO,,,2011,,,,Art,"Tras la Historia de la belleza, he aquí la Historia de la fealdad.   En apariencia, belleza y fealdad son conceptos que se implican mutuamente, y por lo general se considera que la fealdad es la antítesis de la belleza, hasta el punto de que bastaría definir la primera para saber qué es la segunda. No obstante, las distintas manifestaciones de la fealdad a través de los siglos son más ricas e imprevisibles de lo que comúnmente se cree. Tanto los fragmentos antológicos como las extraordinarias ilustraciones de este libro nos llevan, pues, a recorrer un itinerario sorprendente hecho de pesadillas, terrores y amores de casi tres mil años, donde los sentimientos de repulsa y de conmovedora compasión se dan la mano, y el rechazo de la deformidad va acompañado de éxtasis decadentes ante las más seductoras violaciones de todos los cánones clásicos. Entre demonios, locos, enemigos terribles y presencias perturbadoras, entre abismos repulsivos y deformidades que rozan lo sublime, navegando entre freaks y fantasmas, se descubre una vena iconográfica extraordinariamente amplia y a menudo insospechada. Así que, tras haber contemplado a lo largo de estas páginas la fealdad natural, la fealdad espiritual, la asimetría, la falta de armonía y la deformidad, en un sucederse de lo mezquino, débil, vil, banal, casual, arbitrario, tosco, repugnante, desmañado, horrendo, insulso, vomitivo, criminal, espectral, hechicero, satánico, repelente, asqueroso, desagradable, grotesco, abominable, odioso, indecente, inmundo, sucio, obsceno, espantoso, abyecto, monstruoso, horripilante, vicioso, terrible, terrorífico, tremendo, repelente, repulsivo, desagradable, nauseabundo, fétido, innoble, desgraciado, lamentable e indecente, el primer editor extranjero que vio esta obra exclamó «¡Qué hermosa es la fealdad!»",,,,,,,,,,,456,,,,,,español,,,,,,9788499892719,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 17:28:59.380139827,,,,,,,,cbMOywAACAAJ,,0,,0,,,
Historia de la lectura en el mundo occidental,,,,,"Guglielmo Cavallo,Roger Chartier","Cavallo, Guglielmo",,,,,,Grupo Santillana de Ediciones,,2011/09/30,2011,,,,History,"El simple acto de la lectura implica en realidad miles de significados que son desvelados en este ya clásico libro, la primera gran síntesis sobre esta materia, que se presenta ahora en una nueva edición. Leer uno o más textos, en voz alta o en silencio, en público o en solitario, rápidamente o descifrando con esfuerzo cada letra, en un manuscrito o en una pantalla de ordenador equivale a recrear, en cada momento, el significado de lo escrito en función de las propias capacidades y expectativas. Esta historia, fruto del trabajo de destacados especialistas, pone en evidencia los cambios esenciales que han incidido en las modalidades de lectura: desde la lectura silenciosa en la Grecia antigua a las novedades introducidas por la imprenta, hasta llegar a la revolución electrónica que estamos viviendo. Todo ello es historia de los objetos, es decir, los libros, en sus diversas formas, pero también es historia de los hombres y las mujeres, de los adultos y de los adolescentes, de sus gestos, sus actitudes y costumbres, de los espacios y de los momentos reservados a la lectura.",,,,,,,,,,,568,,,,,,Spanish,,,,,,9788430608386,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/09/28 20:36:24.623319983,,,,,Nacional,0 $,,ETzspwAACAAJ,,0,0,0,,"https://m.media-amazon.com/images/I/61OUvSilxIL._UF1000,1000_QL80_.jpg",
Historia de la materia,,"Los primeros y primitivos materiales, los átomos y los remolinos de materia",,,Pablo Jensen,"Jensen, Pablo",,,,,,Capital Intelectual,,,2006,,,,,,,,,,,,,,,,113,,,,,,,,,,,,9871181965,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/05/17 20:11:12.478932857,,,,,,,,,,0,,0,,http://images.amazon.com/images/P/9871181965.01Z.jpg,
Historia de la música occidental,,Novena edición,,,"James Peter Burkholder,Claude V. Palisca,Donald Jay Grout","Burkholder, James Peter",,,,,,Alianza Editorial,,2019/05/01,2019,,,,Literary Criticism,"Primera parte. Los mundos antiguo y medieval -- 1. La música en al Antigüedad -- 2. La Iglesia cristiana en el primer milenio -- 3. La liturgia romana y el canto llano -- 4. La canción y la música danza en la Edad Media -- 5. La polifonía a lo largo del siglo XIII -- 6. La música francesa e italiana en el siglo XIV. -- Segunda parte. El Renacimiento -- 7. La música y el Renacimiento -- 8. Inglaterra y Borgoña en el siglo XV -- 9. Los compositores franco-flamencos, 1450-1520 -- 10. La música sacra en el era de la Reforma -- 11. El madrigal y la canción profana en el siglo XVI -- 12. El surgimiento de la música instrumental. -- Tercera parte. El siglo XVII -- 13. Los nuevos estilos del siglo XVII -- 14. La invención de la ópera -- 15. La música de cámara y la música sacra en la primera mitad del siglo XVII -- 16. Francia, Inglaterra, España y el Nuevo Mundo en el siglo XVII -- 17. Italia y Alemania en la segunda mitad del siglo XVII. -- Cuarta parte. El siglo XVIII -- 18. La primera mitad del siglo XVIII en Italia y Francia -- 19. Compositores alemanes del Barroco tardío -- 20. El gusto y el estilo musicales durante la Ilustración -- 21. La ópera y la música vocal en el periodo clásico temprano -- 22. La música instrumental: la sonata, la sinfonía y el concierto a mediados del siglo XVIII -- 23. La música clásica en la segunda mitad del siglo XVIII. -- Quinta parte. El siglo XIX -- 24. Revolución y cambio -- 25. La generación romántica: la canción y la música para piano -- 26. El Romanticismo en las formas clásicas: la música para orquesta, de cámara y coral -- 27. La ópera romántica y el teatro musical hasta mediados del siglo -- 28. La ópera y el teatro musical en la segunda mitad del siglo XIX -- 29. El Romanticismo tardío en Alemania y en Austria -- 30. Tradiciones divergentes en la segunda mitad del siglo XIX. -- Sexta parte. El siglo XX y después -- 31. Los inicios del siglo XX -- 32. El Modernismo y la tradición clásica -- 33. Entre las dos guerras mundiales: el jazz y la música popular -- 34. Entre las dos guerras mundiales: la tradición clásica -- 35. Contracorrientes después de la guerra -- 36. La música desde 1970.",,,,,,,,,,,1408,,,,,,Spanish,,,,,,9788491815549,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/04/14 20:47:07.697571992,,,,,Grammata,260000 $,,nZskygEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/10130337-L.jpg,
